Año,Municipio,categoria_delito,Total_Anual
2016,San Miguel el Alto,VIOLENCIA_FAMILIAR,11
2017,San Miguel el Alto,VIOLENCIA_FAMILIAR,11
2018,San Miguel el Alto,VIOLENCIA_FAMILIAR,12
2019,San Miguel el Alto,VIOLENCIA_FAMILIAR,8
2020,San Miguel el Alto,VIOLENCIA_FAMILIAR,21
2021,San Miguel el Alto,VIOLENCIA_FAMILIAR,15
2022,San Miguel el Alto,VIOLENCIA_FAMILIAR,29
2023,San Miguel el Alto,VIOLENCIA_FAMILIAR,16
2024,San Miguel el Alto,VIOLENCIA_FAMILIAR,11
2025,San Miguel el Alto,VIOLENCIA_FAMILIAR,6
2015,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,956
2016,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,1169
2017,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,878
2018,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,787
2019,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,961
2020,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,1132
2021,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,1147
2022,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,1299
2023,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,1697
2024,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,1346
2025,San Pedro Tlaquepaque,VIOLENCIA_FAMILIAR,1331
2015,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,0
2016,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,1
2017,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,0
2018,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,0
2019,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,2
2020,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,2
2021,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,1
2022,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,2
2023,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,3
2024,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,0
2025,San Sebastián del Oeste,VIOLENCIA_FAMILIAR,7
2015,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,0
2016,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,1
2017,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,1
2018,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,0
2019,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,3
2020,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,1
2021,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,3
2022,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,0
2023,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,5
2024,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,5
2025,Santa María de los Ángeles,VIOLENCIA_FAMILIAR,7
2015,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2016,Santa María del Oro,VIOLENCIA_FAMILIAR,1
2017,Santa María del Oro,VIOLENCIA_FAMILIAR,1
2018,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2019,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2020,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2021,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2022,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2023,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2024,Santa María del Oro,VIOLENCIA_FAMILIAR,0
2025,Santa María del Oro,VIOLENCIA_FAMILIAR,2
2015,Sayula,VIOLENCIA_FAMILIAR,14
2016,Sayula,VIOLENCIA_FAMILIAR,21
2017,Sayula,VIOLENCIA_FAMILIAR,21
2018,Sayula,VIOLENCIA_FAMILIAR,17
2019,Sayula,VIOLENCIA_FAMILIAR,10
2020,Sayula,VIOLENCIA_FAMILIAR,28
2021,Sayula,VIOLENCIA_FAMILIAR,54
2022,Sayula,VIOLENCIA_FAMILIAR,21
2023,Sayula,VIOLENCIA_FAMILIAR,26
2024,Sayula,VIOLENCIA_FAMILIAR,26
2025,Sayula,VIOLENCIA_FAMILIAR,68
2015,Tala,VIOLENCIA_FAMILIAR,34
2016,Tala,VIOLENCIA_FAMILIAR,63
2017,Tala,VIOLENCIA_FAMILIAR,56
2018,Tala,VIOLENCIA_FAMILIAR,57
2019,Tala,VIOLENCIA_FAMILIAR,118
2020,Tala,VIOLENCIA_FAMILIAR,156
2021,Tala,VIOLENCIA_FAMILIAR,156
2022,Tala,VIOLENCIA_FAMILIAR,149
2023,Tala,VIOLENCIA_FAMILIAR,170
2024,Tala,VIOLENCIA_FAMILIAR,198
2025,Tala,VIOLENCIA_FAMILIAR,209
2015,Talpa de Allende,VIOLENCIA_FAMILIAR,3
2016,Talpa de Allende,VIOLENCIA_FAMILIAR,16
2017,Talpa de Allende,VIOLENCIA_FAMILIAR,14
2018,Talpa de Allende,VIOLENCIA_FAMILIAR,11
2019,Talpa de Allende,VIOLENCIA_FAMILIAR,27
2020,Talpa de Allende,VIOLENCIA_FAMILIAR,21
2021,Talpa de Allende,VIOLENCIA_FAMILIAR,25
2022,Talpa de Allende,VIOLENCIA_FAMILIAR,23
2023,Talpa de Allende,VIOLENCIA_FAMILIAR,32
2024,Talpa de Allende,VIOLENCIA_FAMILIAR,18
2025,Talpa de Allende,VIOLENCIA_FAMILIAR,22
2015,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,30
2016,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,9
2017,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,6
2018,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,10
2019,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,10
2020,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,6
2021,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,21
2022,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,18
2023,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,26
2024,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,34
2025,Tamazula de Gordiano,VIOLENCIA_FAMILIAR,32
2015,Tapalpa,VIOLENCIA_FAMILIAR,0
2016,Tapalpa,VIOLENCIA_FAMILIAR,5
2017,Tapalpa,VIOLENCIA_FAMILIAR,4
2018,Tapalpa,VIOLENCIA_FAMILIAR,2
2019,Tapalpa,VIOLENCIA_FAMILIAR,3
2020,Tapalpa,VIOLENCIA_FAMILIAR,2
2021,Tapalpa,VIOLENCIA_FAMILIAR,8
2022,Tapalpa,VIOLENCIA_FAMILIAR,9
2023,Tapalpa,VIOLENCIA_FAMILIAR,4
2024,Tapalpa,VIOLENCIA_FAMILIAR,7
2025,Tapalpa,VIOLENCIA_FAMILIAR,9
2015,Tecalitlán,VIOLENCIA_FAMILIAR,1
2016,Tecalitlán,VIOLENCIA_FAMILIAR,2
2017,Tecalitlán,VIOLENCIA_FAMILIAR,0
2018,Tecalitlán,VIOLENCIA_FAMILIAR,0
2019,Tecalitlán,VIOLENCIA_FAMILIAR,4
2020,Tecalitlán,VIOLENCIA_FAMILIAR,2
2021,Tecalitlán,VIOLENCIA_FAMILIAR,3
2022,Tecalitlán,VIOLENCIA_FAMILIAR,11
2023,Tecalitlán,VIOLENCIA_FAMILIAR,5
2024,Tecalitlán,VIOLENCIA_FAMILIAR,9
2025,Tecalitlán,VIOLENCIA_FAMILIAR,3
2015,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,1
2016,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,4
2017,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,1
2018,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,0
2019,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,2
2020,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,1
2021,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,0
2022,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,1
2023,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,1
2024,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,1
2025,Techaluta de Montenegro,VIOLENCIA_FAMILIAR,0
2015,Tecolotlán,VIOLENCIA_FAMILIAR,4
2016,Tecolotlán,VIOLENCIA_FAMILIAR,4
2017,Tecolotlán,VIOLENCIA_FAMILIAR,11
2018,Tecolotlán,VIOLENCIA_FAMILIAR,9
2019,Tecolotlán,VIOLENCIA_FAMILIAR,20
2020,Tecolotlán,VIOLENCIA_FAMILIAR,13
2021,Tecolotlán,VIOLENCIA_FAMILIAR,29
2022,Tecolotlán,VIOLENCIA_FAMILIAR,39
2023,Tecolotlán,VIOLENCIA_FAMILIAR,39
2024,Tecolotlán,VIOLENCIA_FAMILIAR,46
2025,Tecolotlán,VIOLENCIA_FAMILIAR,41
2015,Tenamaxtlán,VIOLENCIA_FAMILIAR,2
2016,Tenamaxtlán,VIOLENCIA_FAMILIAR,1
2017,Tenamaxtlán,VIOLENCIA_FAMILIAR,2
2018,Tenamaxtlán,VIOLENCIA_FAMILIAR,2
2019,Tenamaxtlán,VIOLENCIA_FAMILIAR,2
2020,Tenamaxtlán,VIOLENCIA_FAMILIAR,1
2021,Tenamaxtlán,VIOLENCIA_FAMILIAR,7
2022,Tenamaxtlán,VIOLENCIA_FAMILIAR,7
2023,Tenamaxtlán,VIOLENCIA_FAMILIAR,9
2024,Tenamaxtlán,VIOLENCIA_FAMILIAR,6
2025,Tenamaxtlán,VIOLENCIA_FAMILIAR,10
2015,Teocaltiche,VIOLENCIA_FAMILIAR,1
2016,Teocaltiche,VIOLENCIA_FAMILIAR,17
2017,Teocaltiche,VIOLENCIA_FAMILIAR,5
2018,Teocaltiche,VIOLENCIA_FAMILIAR,4
2019,Teocaltiche,VIOLENCIA_FAMILIAR,20
2020,Teocaltiche,VIOLENCIA_FAMILIAR,21
2021,Teocaltiche,VIOLENCIA_FAMILIAR,27
2022,Teocaltiche,VIOLENCIA_FAMILIAR,7
2023,Teocaltiche,VIOLENCIA_FAMILIAR,44
2024,Teocaltiche,VIOLENCIA_FAMILIAR,8
2025,Teocaltiche,VIOLENCIA_FAMILIAR,9
2015,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,2
2016,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,1
2017,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,0
2018,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,1
2019,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,1
2020,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,0
2021,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,6
2022,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,4
2023,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,5
2024,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,4
2025,Teocuitatlán de Corona,VIOLENCIA_FAMILIAR,2
2015,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,151
2016,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,141
2017,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,96
2018,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,111
2019,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,232
2020,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,199
2021,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,151
2022,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,150
2023,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,148
2024,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,212
2025,Tepatitlán de Morelos,VIOLENCIA_FAMILIAR,174
2015,Tequila,VIOLENCIA_FAMILIAR,33
2016,Tequila,VIOLENCIA_FAMILIAR,30
2017,Tequila,VIOLENCIA_FAMILIAR,29
2018,Tequila,VIOLENCIA_FAMILIAR,29
2019,Tequila,VIOLENCIA_FAMILIAR,74
2020,Tequila,VIOLENCIA_FAMILIAR,69
2021,Tequila,VIOLENCIA_FAMILIAR,47
2022,Tequila,VIOLENCIA_FAMILIAR,55
2023,Tequila,VIOLENCIA_FAMILIAR,64
2024,Tequila,VIOLENCIA_FAMILIAR,61
2025,Tequila,VIOLENCIA_FAMILIAR,50
2015,Teuchitlán,VIOLENCIA_FAMILIAR,2
2016,Teuchitlán,VIOLENCIA_FAMILIAR,8
2017,Teuchitlán,VIOLENCIA_FAMILIAR,8
2018,Teuchitlán,VIOLENCIA_FAMILIAR,6
2019,Teuchitlán,VIOLENCIA_FAMILIAR,7
2020,Teuchitlán,VIOLENCIA_FAMILIAR,7
2021,Teuchitlán,VIOLENCIA_FAMILIAR,5
2022,Teuchitlán,VIOLENCIA_FAMILIAR,2
2023,Teuchitlán,VIOLENCIA_FAMILIAR,1
2024,Teuchitlán,VIOLENCIA_FAMILIAR,12
2025,Teuchitlán,VIOLENCIA_FAMILIAR,11
2015,Tizapán el Alto,VIOLENCIA_FAMILIAR,1
2016,Tizapán el Alto,VIOLENCIA_FAMILIAR,0
2017,Tizapán el Alto,VIOLENCIA_FAMILIAR,6
2018,Tizapán el Alto,VIOLENCIA_FAMILIAR,18
2019,Tizapán el Alto,VIOLENCIA_FAMILIAR,7
2020,Tizapán el Alto,VIOLENCIA_FAMILIAR,5
2021,Tizapán el Alto,VIOLENCIA_FAMILIAR,19
2022,Tizapán el Alto,VIOLENCIA_FAMILIAR,9
2023,Tizapán el Alto,VIOLENCIA_FAMILIAR,20
2024,Tizapán el Alto,VIOLENCIA_FAMILIAR,19
2025,Tizapán el Alto,VIOLENCIA_FAMILIAR,15
2015,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1069
2016,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,818
2017,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1032
2018,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1027
2019,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1109
2020,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1147
2021,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1366
2022,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1610
2023,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,2085
2024,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1622
2025,Tlajomulco de Zúñiga,VIOLENCIA_FAMILIAR,1321
2015,Tolimán,VIOLENCIA_FAMILIAR,2
2016,Tolimán,VIOLENCIA_FAMILIAR,1
2017,Tolimán,VIOLENCIA_FAMILIAR,1
2018,Tolimán,VIOLENCIA_FAMILIAR,3
2019,Tolimán,VIOLENCIA_FAMILIAR,2
2020,Tolimán,VIOLENCIA_FAMILIAR,2
2021,Tolimán,VIOLENCIA_FAMILIAR,3
2022,Tolimán,VIOLENCIA_FAMILIAR,5
2023,Tolimán,VIOLENCIA_FAMILIAR,13
2024,Tolimán,VIOLENCIA_FAMILIAR,11
2025,Tolimán,VIOLENCIA_FAMILIAR,2
2015,Tomatlán,VIOLENCIA_FAMILIAR,18
2016,Tomatlán,VIOLENCIA_FAMILIAR,11
2017,Tomatlán,VIOLENCIA_FAMILIAR,17
2018,Tomatlán,VIOLENCIA_FAMILIAR,23
2019,Tomatlán,VIOLENCIA_FAMILIAR,14
2020,Tomatlán,VIOLENCIA_FAMILIAR,39
2021,Tomatlán,VIOLENCIA_FAMILIAR,33
2022,Tomatlán,VIOLENCIA_FAMILIAR,47
2023,Tomatlán,VIOLENCIA_FAMILIAR,39
2024,Tomatlán,VIOLENCIA_FAMILIAR,10
2025,Tomatlán,VIOLENCIA_FAMILIAR,18
2015,Tonalá,VIOLENCIA_FAMILIAR,805
2016,Tonalá,VIOLENCIA_FAMILIAR,1059
2017,Tonalá,VIOLENCIA_FAMILIAR,843
2018,Tonalá,VIOLENCIA_FAMILIAR,718
2019,Tonalá,VIOLENCIA_FAMILIAR,906
2020,Tonalá,VIOLENCIA_FAMILIAR,1014
2021,Tonalá,VIOLENCIA_FAMILIAR,1088
2022,Tonalá,VIOLENCIA_FAMILIAR,1134
2023,Tonalá,VIOLENCIA_FAMILIAR,1429
2024,Tonalá,VIOLENCIA_FAMILIAR,1232
2025,Tonalá,VIOLENCIA_FAMILIAR,873
2015,Tonaya,VIOLENCIA_FAMILIAR,0
2016,Tonaya,VIOLENCIA_FAMILIAR,3
2017,Tonaya,VIOLENCIA_FAMILIAR,1
2018,Tonaya,VIOLENCIA_FAMILIAR,0
2019,Tonaya,VIOLENCIA_FAMILIAR,3
2020,Tonaya,VIOLENCIA_FAMILIAR,1
2021,Tonaya,VIOLENCIA_FAMILIAR,1
2022,Tonaya,VIOLENCIA_FAMILIAR,3
2023,Tonaya,VIOLENCIA_FAMILIAR,4
2024,Tonaya,VIOLENCIA_FAMILIAR,3
2025,Tonaya,VIOLENCIA_FAMILIAR,6
2015,Tonila,VIOLENCIA_FAMILIAR,0
2016,Tonila,VIOLENCIA_FAMILIAR,0
2017,Tonila,VIOLENCIA_FAMILIAR,1
2018,Tonila,VIOLENCIA_FAMILIAR,1
2019,Tonila,VIOLENCIA_FAMILIAR,1
2020,Tonila,VIOLENCIA_FAMILIAR,0
2021,Tonila,VIOLENCIA_FAMILIAR,2
2022,Tonila,VIOLENCIA_FAMILIAR,2
2023,Tonila,VIOLENCIA_FAMILIAR,1
2024,Tonila,VIOLENCIA_FAMILIAR,2
2025,Tonila,VIOLENCIA_FAMILIAR,0
2015,Totatiche,VIOLENCIA_FAMILIAR,1
2016,Totatiche,VIOLENCIA_FAMILIAR,2
2017,Totatiche,VIOLENCIA_FAMILIAR,4
2018,Totatiche,VIOLENCIA_FAMILIAR,2
2019,Totatiche,VIOLENCIA_FAMILIAR,5
2020,Totatiche,VIOLENCIA_FAMILIAR,0
2021,Totatiche,VIOLENCIA_FAMILIAR,3
2022,Totatiche,VIOLENCIA_FAMILIAR,6
2023,Totatiche,VIOLENCIA_FAMILIAR,1
2024,Totatiche,VIOLENCIA_FAMILIAR,4
2025,Totatiche,VIOLENCIA_FAMILIAR,4
2015,Tototlán,VIOLENCIA_FAMILIAR,3
2016,Tototlán,VIOLENCIA_FAMILIAR,11
2017,Tototlán,VIOLENCIA_FAMILIAR,7
2018,Tototlán,VIOLENCIA_FAMILIAR,4
2019,Tototlán,VIOLENCIA_FAMILIAR,22
2020,Tototlán,VIOLENCIA_FAMILIAR,19
2021,Tototlán,VIOLENCIA_FAMILIAR,14
2022,Tototlán,VIOLENCIA_FAMILIAR,20
2023,Tototlán,VIOLENCIA_FAMILIAR,41
2024,Tototlán,VIOLENCIA_FAMILIAR,31
2025,Tototlán,VIOLENCIA_FAMILIAR,26
2015,Tuxcacuesco,VIOLENCIA_FAMILIAR,0
2016,Tuxcacuesco,VIOLENCIA_FAMILIAR,0
2017,Tuxcacuesco,VIOLENCIA_FAMILIAR,2
2018,Tuxcacuesco,VIOLENCIA_FAMILIAR,3
2019,Tuxcacuesco,VIOLENCIA_FAMILIAR,3
2020,Tuxcacuesco,VIOLENCIA_FAMILIAR,2
2021,Tuxcacuesco,VIOLENCIA_FAMILIAR,2
2022,Tuxcacuesco,VIOLENCIA_FAMILIAR,0
2023,Tuxcacuesco,VIOLENCIA_FAMILIAR,4
2024,Tuxcacuesco,VIOLENCIA_FAMILIAR,4
2025,Tuxcacuesco,VIOLENCIA_FAMILIAR,0
2015,Tuxcueca,VIOLENCIA_FAMILIAR,1
2016,Tuxcueca,VIOLENCIA_FAMILIAR,2
2017,Tuxcueca,VIOLENCIA_FAMILIAR,3
2018,Tuxcueca,VIOLENCIA_FAMILIAR,7
2019,Tuxcueca,VIOLENCIA_FAMILIAR,1
2020,Tuxcueca,VIOLENCIA_FAMILIAR,2
2021,Tuxcueca,VIOLENCIA_FAMILIAR,4
2022,Tuxcueca,VIOLENCIA_FAMILIAR,2
2023,Tuxcueca,VIOLENCIA_FAMILIAR,4
2024,Tuxcueca,VIOLENCIA_FAMILIAR,5
2025,Tuxcueca,VIOLENCIA_FAMILIAR,5
2015,Tuxpan,VIOLENCIA_FAMILIAR,8
2016,Tuxpan,VIOLENCIA_FAMILIAR,20
2017,Tuxpan,VIOLENCIA_FAMILIAR,23
2018,Tuxpan,VIOLENCIA_FAMILIAR,17
2019,Tuxpan,VIOLENCIA_FAMILIAR,16
2020,Tuxpan,VIOLENCIA_FAMILIAR,14
2021,Tuxpan,VIOLENCIA_FAMILIAR,10
2022,Tuxpan,VIOLENCIA_FAMILIAR,19
2023,Tuxpan,VIOLENCIA_FAMILIAR,14
2024,Tuxpan,VIOLENCIA_FAMILIAR,14
2025,Tuxpan,VIOLENCIA_FAMILIAR,13
2015,Unión de San Antonio,VIOLENCIA_FAMILIAR,3
2016,Unión de San Antonio,VIOLENCIA_FAMILIAR,5
2017,Unión de San Antonio,VIOLENCIA_FAMILIAR,4
2018,Unión de San Antonio,VIOLENCIA_FAMILIAR,5
2019,Unión de San Antonio,VIOLENCIA_FAMILIAR,4
2020,Unión de San Antonio,VIOLENCIA_FAMILIAR,8
2021,Unión de San Antonio,VIOLENCIA_FAMILIAR,3
2022,Unión de San Antonio,VIOLENCIA_FAMILIAR,14
2023,Unión de San Antonio,VIOLENCIA_FAMILIAR,7
2024,Unión de San Antonio,VIOLENCIA_FAMILIAR,6
2025,Unión de San Antonio,VIOLENCIA_FAMILIAR,8
2015,Unión de Tula,VIOLENCIA_FAMILIAR,2
2016,Unión de Tula,VIOLENCIA_FAMILIAR,6
2017,Unión de Tula,VIOLENCIA_FAMILIAR,11
2018,Unión de Tula,VIOLENCIA_FAMILIAR,8
2019,Unión de Tula,VIOLENCIA_FAMILIAR,12
2020,Unión de Tula,VIOLENCIA_FAMILIAR,14
2021,Unión de Tula,VIOLENCIA_FAMILIAR,13
2022,Unión de Tula,VIOLENCIA_FAMILIAR,21
2023,Unión de Tula,VIOLENCIA_FAMILIAR,25
2024,Unión de Tula,VIOLENCIA_FAMILIAR,27
2025,Unión de Tula,VIOLENCIA_FAMILIAR,25
2015,Valle de Guadalupe,VIOLENCIA_FAMILIAR,2
2016,Valle de Guadalupe,VIOLENCIA_FAMILIAR,8
2017,Valle de Guadalupe,VIOLENCIA_FAMILIAR,0
2018,Valle de Guadalupe,VIOLENCIA_FAMILIAR,6
2019,Valle de Guadalupe,VIOLENCIA_FAMILIAR,6
2020,Valle de Guadalupe,VIOLENCIA_FAMILIAR,5
2021,Valle de Guadalupe,VIOLENCIA_FAMILIAR,7
2022,Valle de Guadalupe,VIOLENCIA_FAMILIAR,3
2023,Valle de Guadalupe,VIOLENCIA_FAMILIAR,7
2024,Valle de Guadalupe,VIOLENCIA_FAMILIAR,6
2025,Valle de Guadalupe,VIOLENCIA_FAMILIAR,10
2015,Valle de Juárez,VIOLENCIA_FAMILIAR,3
2016,Valle de Juárez,VIOLENCIA_FAMILIAR,0
2017,Valle de Juárez,VIOLENCIA_FAMILIAR,0
2018,Valle de Juárez,VIOLENCIA_FAMILIAR,0
2019,Valle de Juárez,VIOLENCIA_FAMILIAR,1
2020,Valle de Juárez,VIOLENCIA_FAMILIAR,1
2021,Valle de Juárez,VIOLENCIA_FAMILIAR,3
2022,Valle de Juárez,VIOLENCIA_FAMILIAR,2
2023,Valle de Juárez,VIOLENCIA_FAMILIAR,0
2024,Valle de Juárez,VIOLENCIA_FAMILIAR,4
2025,Valle de Juárez,VIOLENCIA_FAMILIAR,5
2015,Villa Corona,VIOLENCIA_FAMILIAR,2
2016,Villa Corona,VIOLENCIA_FAMILIAR,4
2017,Villa Corona,VIOLENCIA_FAMILIAR,16
2018,Villa Corona,VIOLENCIA_FAMILIAR,10
2019,Villa Corona,VIOLENCIA_FAMILIAR,17
2020,Villa Corona,VIOLENCIA_FAMILIAR,28
2021,Villa Corona,VIOLENCIA_FAMILIAR,21
2022,Villa Corona,VIOLENCIA_FAMILIAR,38
2023,Villa Corona,VIOLENCIA_FAMILIAR,51
2024,Villa Corona,VIOLENCIA_FAMILIAR,37
2025,Villa Corona,VIOLENCIA_FAMILIAR,21
2015,Villa Guerrero,VIOLENCIA_FAMILIAR,1
2016,Villa Guerrero,VIOLENCIA_FAMILIAR,3
2017,Villa Guerrero,VIOLENCIA_FAMILIAR,1
2018,Villa Guerrero,VIOLENCIA_FAMILIAR,3
2019,Villa Guerrero,VIOLENCIA_FAMILIAR,3
2020,Villa Guerrero,VIOLENCIA_FAMILIAR,1
2021,Villa Guerrero,VIOLENCIA_FAMILIAR,2
2022,Villa Guerrero,VIOLENCIA_FAMILIAR,1
2023,Villa Guerrero,VIOLENCIA_FAMILIAR,1
2024,Villa Guerrero,VIOLENCIA_FAMILIAR,6
2025,Villa Guerrero,VIOLENCIA_FAMILIAR,3
2015,Villa Hidalgo,VIOLENCIA_FAMILIAR,5
2016,Villa Hidalgo,VIOLENCIA_FAMILIAR,3
2017,Villa Hidalgo,VIOLENCIA_FAMILIAR,3
2018,Villa Hidalgo,VIOLENCIA_FAMILIAR,3
2019,Villa Hidalgo,VIOLENCIA_FAMILIAR,2
2020,Villa Hidalgo,VIOLENCIA_FAMILIAR,5
2021,Villa Hidalgo,VIOLENCIA_FAMILIAR,5
2022,Villa Hidalgo,VIOLENCIA_FAMILIAR,3
2023,Villa Hidalgo,VIOLENCIA_FAMILIAR,7
2024,Villa Hidalgo,VIOLENCIA_FAMILIAR,6
2025,Villa Hidalgo,VIOLENCIA_FAMILIAR,6
2015,Villa Purificación,VIOLENCIA_FAMILIAR,3
2016,Villa Purificación,VIOLENCIA_FAMILIAR,7
2017,Villa Purificación,VIOLENCIA_FAMILIAR,8
2018,Villa Purificación,VIOLENCIA_FAMILIAR,4
2019,Villa Purificación,VIOLENCIA_FAMILIAR,7
2020,Villa Purificación,VIOLENCIA_FAMILIAR,14
2021,Villa Purificación,VIOLENCIA_FAMILIAR,5
2022,Villa Purificación,VIOLENCIA_FAMILIAR,4
2023,Villa Purificación,VIOLENCIA_FAMILIAR,8
2024,Villa Purificación,VIOLENCIA_FAMILIAR,9
2025,Villa Purificación,VIOLENCIA_FAMILIAR,14
2015,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,11
2016,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,8
2017,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,7
2018,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,14
2019,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,13
2020,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,11
2021,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,15
2022,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,15
2023,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,9
2024,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,22
2025,Yahualica de González Gallo,VIOLENCIA_FAMILIAR,21
2015,Zacoalco de Torres,VIOLENCIA_FAMILIAR,9
2016,Zacoalco de Torres,VIOLENCIA_FAMILIAR,22
2017,Zacoalco de Torres,VIOLENCIA_FAMILIAR,17
2018,Zacoalco de Torres,VIOLENCIA_FAMILIAR,24
2019,Zacoalco de Torres,VIOLENCIA_FAMILIAR,22
2020,Zacoalco de Torres,VIOLENCIA_FAMILIAR,32
2021,Zacoalco de Torres,VIOLENCIA_FAMILIAR,39
2022,Zacoalco de Torres,VIOLENCIA_FAMILIAR,53
2023,Zacoalco de Torres,VIOLENCIA_FAMILIAR,34
2024,Zacoalco de Torres,VIOLENCIA_FAMILIAR,23
2025,Zacoalco de Torres,VIOLENCIA_FAMILIAR,27
2015,Zapopan,VIOLENCIA_FAMILIAR,1826
