Año,Municipio,categoria_delito,Total_Anual
2022,El Salto,HOMICIDIO,124
2023,El Salto,HOMICIDIO,90
2024,El Salto,HOMICIDIO,77
2025,El Salto,HOMICIDIO,67
2015,Encarnación de Díaz,HOMICIDIO,12
2016,Encarnación de Díaz,HOMICIDIO,20
2017,Encarnación de Díaz,HOMICIDIO,17
2018,Encarnación de Díaz,HOMICIDIO,14
2019,Encarnación de Díaz,HOMICIDIO,48
2020,Encarnación de Díaz,HOMICIDIO,40
2021,Encarnación de Díaz,HOMICIDIO,44
2022,Encarnación de Díaz,HOMICIDIO,12
2023,Encarnación de Díaz,HOMICIDIO,19
2024,Encarnación de Díaz,HOMICIDIO,67
2025,Encarnación de Díaz,HOMICIDIO,17
2015,Etzatlán,HOMICIDIO,3
2016,Etzatlán,HOMICIDIO,7
2017,Etzatlán,HOMICIDIO,1
2018,Etzatlán,HOMICIDIO,2
2019,Etzatlán,HOMICIDIO,5
2020,Etzatlán,HOMICIDIO,4
2021,Etzatlán,HOMICIDIO,6
2022,Etzatlán,HOMICIDIO,6
2023,Etzatlán,HOMICIDIO,2
2024,Etzatlán,HOMICIDIO,1
2025,Etzatlán,HOMICIDIO,5
2015,Guachinango,HOMICIDIO,2
2016,Guachinango,HOMICIDIO,0
2017,Guachinango,HOMICIDIO,1
2018,Guachinango,HOMICIDIO,0
2019,Guachinango,HOMICIDIO,1
2020,Guachinango,HOMICIDIO,2
2021,Guachinango,HOMICIDIO,1
2022,Guachinango,HOMICIDIO,2
2023,Guachinango,HOMICIDIO,2
2024,Guachinango,HOMICIDIO,0
2025,Guachinango,HOMICIDIO,0
2015,Guadalajara,HOMICIDIO,288
2016,Guadalajara,HOMICIDIO,315
2017,Guadalajara,HOMICIDIO,335
2018,Guadalajara,HOMICIDIO,560
2019,Guadalajara,HOMICIDIO,458
2020,Guadalajara,HOMICIDIO,459
2021,Guadalajara,HOMICIDIO,527
2022,Guadalajara,HOMICIDIO,382
2023,Guadalajara,HOMICIDIO,329
2024,Guadalajara,HOMICIDIO,338
2025,Guadalajara,HOMICIDIO,290
2015,Gómez Farías,HOMICIDIO,8
2016,Gómez Farías,HOMICIDIO,8
2017,Gómez Farías,HOMICIDIO,5
2018,Gómez Farías,HOMICIDIO,10
2019,Gómez Farías,HOMICIDIO,9
2020,Gómez Farías,HOMICIDIO,4
2021,Gómez Farías,HOMICIDIO,2
2022,Gómez Farías,HOMICIDIO,4
2023,Gómez Farías,HOMICIDIO,9
2024,Gómez Farías,HOMICIDIO,6
2025,Gómez Farías,HOMICIDIO,5
2015,Hostotipaquillo,HOMICIDIO,4
2016,Hostotipaquillo,HOMICIDIO,6
2017,Hostotipaquillo,HOMICIDIO,7
2018,Hostotipaquillo,HOMICIDIO,6
2019,Hostotipaquillo,HOMICIDIO,4
2020,Hostotipaquillo,HOMICIDIO,5
2021,Hostotipaquillo,HOMICIDIO,2
2022,Hostotipaquillo,HOMICIDIO,2
2023,Hostotipaquillo,HOMICIDIO,5
2024,Hostotipaquillo,HOMICIDIO,6
2025,Hostotipaquillo,HOMICIDIO,5
2015,Huejuquilla el Alto,HOMICIDIO,0
2016,Huejuquilla el Alto,HOMICIDIO,2
2017,Huejuquilla el Alto,HOMICIDIO,3
2018,Huejuquilla el Alto,HOMICIDIO,2
2019,Huejuquilla el Alto,HOMICIDIO,4
2020,Huejuquilla el Alto,HOMICIDIO,2
2021,Huejuquilla el Alto,HOMICIDIO,2
2022,Huejuquilla el Alto,HOMICIDIO,1
2023,Huejuquilla el Alto,HOMICIDIO,4
2024,Huejuquilla el Alto,HOMICIDIO,0
2025,Huejuquilla el Alto,HOMICIDIO,2
2015,Huejúcar,HOMICIDIO,0
2016,Huejúcar,HOMICIDIO,1
2017,Huejúcar,HOMICIDIO,2
2018,Huejúcar,HOMICIDIO,3
2019,Huejúcar,HOMICIDIO,2
2020,Huejúcar,HOMICIDIO,1
2021,Huejúcar,HOMICIDIO,1
2022,Huejúcar,HOMICIDIO,1
2023,Huejúcar,HOMICIDIO,7
2024,Huejúcar,HOMICIDIO,2
2025,Huejúcar,HOMICIDIO,2
2015,Ixtlahuacán de los Membrillos,HOMICIDIO,12
2016,Ixtlahuacán de los Membrillos,HOMICIDIO,15
2017,Ixtlahuacán de los Membrillos,HOMICIDIO,21
2018,Ixtlahuacán de los Membrillos,HOMICIDIO,19
2019,Ixtlahuacán de los Membrillos,HOMICIDIO,25
2020,Ixtlahuacán de los Membrillos,HOMICIDIO,16
2021,Ixtlahuacán de los Membrillos,HOMICIDIO,19
2022,Ixtlahuacán de los Membrillos,HOMICIDIO,30
2023,Ixtlahuacán de los Membrillos,HOMICIDIO,23
2024,Ixtlahuacán de los Membrillos,HOMICIDIO,28
2025,Ixtlahuacán de los Membrillos,HOMICIDIO,13
2015,Ixtlahuacán del Río,HOMICIDIO,6
2016,Ixtlahuacán del Río,HOMICIDIO,7
2017,Ixtlahuacán del Río,HOMICIDIO,17
2018,Ixtlahuacán del Río,HOMICIDIO,9
2019,Ixtlahuacán del Río,HOMICIDIO,12
2020,Ixtlahuacán del Río,HOMICIDIO,8
2021,Ixtlahuacán del Río,HOMICIDIO,3
2022,Ixtlahuacán del Río,HOMICIDIO,15
2023,Ixtlahuacán del Río,HOMICIDIO,10
2024,Ixtlahuacán del Río,HOMICIDIO,7
2025,Ixtlahuacán del Río,HOMICIDIO,4
2015,Jalostotitlán,HOMICIDIO,7
2016,Jalostotitlán,HOMICIDIO,13
2017,Jalostotitlán,HOMICIDIO,9
2018,Jalostotitlán,HOMICIDIO,9
2019,Jalostotitlán,HOMICIDIO,7
2020,Jalostotitlán,HOMICIDIO,8
2021,Jalostotitlán,HOMICIDIO,13
2022,Jalostotitlán,HOMICIDIO,10
2023,Jalostotitlán,HOMICIDIO,5
2024,Jalostotitlán,HOMICIDIO,9
2025,Jalostotitlán,HOMICIDIO,10
2015,Jamay,HOMICIDIO,10
2016,Jamay,HOMICIDIO,7
2017,Jamay,HOMICIDIO,9
2018,Jamay,HOMICIDIO,4
2019,Jamay,HOMICIDIO,11
2020,Jamay,HOMICIDIO,6
2021,Jamay,HOMICIDIO,3
2022,Jamay,HOMICIDIO,4
2023,Jamay,HOMICIDIO,6
2024,Jamay,HOMICIDIO,5
2025,Jamay,HOMICIDIO,4
2015,Jesús María,HOMICIDIO,9
2016,Jesús María,HOMICIDIO,3
2017,Jesús María,HOMICIDIO,5
2018,Jesús María,HOMICIDIO,5
2019,Jesús María,HOMICIDIO,8
2020,Jesús María,HOMICIDIO,4
2021,Jesús María,HOMICIDIO,3
2022,Jesús María,HOMICIDIO,7
2023,Jesús María,HOMICIDIO,8
2024,Jesús María,HOMICIDIO,6
2025,Jesús María,HOMICIDIO,8
2015,Jilotlán de los Dolores,HOMICIDIO,0
2016,Jilotlán de los Dolores,HOMICIDIO,1
2017,Jilotlán de los Dolores,HOMICIDIO,1
2018,Jilotlán de los Dolores,HOMICIDIO,3
2019,Jilotlán de los Dolores,HOMICIDIO,3
2020,Jilotlán de los Dolores,HOMICIDIO,1
2021,Jilotlán de los Dolores,HOMICIDIO,2
2022,Jilotlán de los Dolores,HOMICIDIO,0
2023,Jilotlán de los Dolores,HOMICIDIO,0
2024,Jilotlán de los Dolores,HOMICIDIO,0
2025,Jilotlán de los Dolores,HOMICIDIO,2
2015,Jocotepec,HOMICIDIO,7
2016,Jocotepec,HOMICIDIO,16
2017,Jocotepec,HOMICIDIO,19
2018,Jocotepec,HOMICIDIO,21
2019,Jocotepec,HOMICIDIO,23
2020,Jocotepec,HOMICIDIO,14
2021,Jocotepec,HOMICIDIO,15
2022,Jocotepec,HOMICIDIO,12
2023,Jocotepec,HOMICIDIO,19
2024,Jocotepec,HOMICIDIO,13
2025,Jocotepec,HOMICIDIO,11
2015,Juanacatlán,HOMICIDIO,4
2016,Juanacatlán,HOMICIDIO,7
2017,Juanacatlán,HOMICIDIO,8
2018,Juanacatlán,HOMICIDIO,17
2019,Juanacatlán,HOMICIDIO,7
2020,Juanacatlán,HOMICIDIO,11
2021,Juanacatlán,HOMICIDIO,6
2022,Juanacatlán,HOMICIDIO,12
2023,Juanacatlán,HOMICIDIO,9
2024,Juanacatlán,HOMICIDIO,10
2025,Juanacatlán,HOMICIDIO,6
2015,Juchitlán,HOMICIDIO,0
2016,Juchitlán,HOMICIDIO,2
2017,Juchitlán,HOMICIDIO,2
2018,Juchitlán,HOMICIDIO,2
2019,Juchitlán,HOMICIDIO,3
2020,Juchitlán,HOMICIDIO,1
2021,Juchitlán,HOMICIDIO,0
2022,Juchitlán,HOMICIDIO,1
2023,Juchitlán,HOMICIDIO,3
2024,Juchitlán,HOMICIDIO,0
2025,Juchitlán,HOMICIDIO,0
2015,La Barca,HOMICIDIO,19
2016,La Barca,HOMICIDIO,33
2017,La Barca,HOMICIDIO,12
2018,La Barca,HOMICIDIO,15
2019,La Barca,HOMICIDIO,9
2020,La Barca,HOMICIDIO,15
2021,La Barca,HOMICIDIO,17
2022,La Barca,HOMICIDIO,25
2023,La Barca,HOMICIDIO,11
2024,La Barca,HOMICIDIO,17
2025,La Barca,HOMICIDIO,12
2015,La Huerta,HOMICIDIO,9
2016,La Huerta,HOMICIDIO,6
2017,La Huerta,HOMICIDIO,17
2018,La Huerta,HOMICIDIO,19
2019,La Huerta,HOMICIDIO,15
2020,La Huerta,HOMICIDIO,7
2021,La Huerta,HOMICIDIO,5
2022,La Huerta,HOMICIDIO,14
2023,La Huerta,HOMICIDIO,7
2024,La Huerta,HOMICIDIO,8
2025,La Huerta,HOMICIDIO,7
2015,La Manzanilla de la Paz,HOMICIDIO,0
2016,La Manzanilla de la Paz,HOMICIDIO,3
2017,La Manzanilla de la Paz,HOMICIDIO,2
2018,La Manzanilla de la Paz,HOMICIDIO,1
2019,La Manzanilla de la Paz,HOMICIDIO,0
2020,La Manzanilla de la Paz,HOMICIDIO,1
2021,La Manzanilla de la Paz,HOMICIDIO,4
2022,La Manzanilla de la Paz,HOMICIDIO,6
2023,La Manzanilla de la Paz,HOMICIDIO,3
2024,La Manzanilla de la Paz,HOMICIDIO,0
2025,La Manzanilla de la Paz,HOMICIDIO,0
2015,Lagos de Moreno,HOMICIDIO,55
2016,Lagos de Moreno,HOMICIDIO,66
2017,Lagos de Moreno,HOMICIDIO,70
2018,Lagos de Moreno,HOMICIDIO,107
2019,Lagos de Moreno,HOMICIDIO,127
2020,Lagos de Moreno,HOMICIDIO,137
2021,Lagos de Moreno,HOMICIDIO,139
2022,Lagos de Moreno,HOMICIDIO,84
2023,Lagos de Moreno,HOMICIDIO,89
2024,Lagos de Moreno,HOMICIDIO,83
2025,Lagos de Moreno,HOMICIDIO,65
2015,Magdalena,HOMICIDIO,4
2016,Magdalena,HOMICIDIO,14
2017,Magdalena,HOMICIDIO,6
2018,Magdalena,HOMICIDIO,8
2019,Magdalena,HOMICIDIO,8
2020,Magdalena,HOMICIDIO,6
2021,Magdalena,HOMICIDIO,16
2022,Magdalena,HOMICIDIO,8
2023,Magdalena,HOMICIDIO,9
2024,Magdalena,HOMICIDIO,11
2025,Magdalena,HOMICIDIO,8
2015,Mascota,HOMICIDIO,8
2016,Mascota,HOMICIDIO,2
2017,Mascota,HOMICIDIO,3
2018,Mascota,HOMICIDIO,5
2019,Mascota,HOMICIDIO,2
2020,Mascota,HOMICIDIO,1
2021,Mascota,HOMICIDIO,0
2022,Mascota,HOMICIDIO,5
2023,Mascota,HOMICIDIO,0
2024,Mascota,HOMICIDIO,1
2025,Mascota,HOMICIDIO,3
2015,Mazamitla,HOMICIDIO,4
2016,Mazamitla,HOMICIDIO,7
2017,Mazamitla,HOMICIDIO,2
2018,Mazamitla,HOMICIDIO,6
2019,Mazamitla,HOMICIDIO,4
2020,Mazamitla,HOMICIDIO,4
2021,Mazamitla,HOMICIDIO,5
2022,Mazamitla,HOMICIDIO,34
2023,Mazamitla,HOMICIDIO,11
2024,Mazamitla,HOMICIDIO,5
2025,Mazamitla,HOMICIDIO,5
2015,Mexticacán,HOMICIDIO,1
2016,Mexticacán,HOMICIDIO,2
2017,Mexticacán,HOMICIDIO,0
2018,Mexticacán,HOMICIDIO,0
2019,Mexticacán,HOMICIDIO,3
2020,Mexticacán,HOMICIDIO,1
2021,Mexticacán,HOMICIDIO,0
2022,Mexticacán,HOMICIDIO,1
2023,Mexticacán,HOMICIDIO,3
2024,Mexticacán,HOMICIDIO,0
2025,Mexticacán,HOMICIDIO,1
2015,Mezquitic,HOMICIDIO,3
2016,Mezquitic,HOMICIDIO,3
2017,Mezquitic,HOMICIDIO,0
2018,Mezquitic,HOMICIDIO,3
2019,Mezquitic,HOMICIDIO,2
2020,Mezquitic,HOMICIDIO,5
2021,Mezquitic,HOMICIDIO,2
2022,Mezquitic,HOMICIDIO,9
2023,Mezquitic,HOMICIDIO,5
2024,Mezquitic,HOMICIDIO,3
2025,Mezquitic,HOMICIDIO,4
2015,Mixtlán,HOMICIDIO,1
2016,Mixtlán,HOMICIDIO,0
2017,Mixtlán,HOMICIDIO,0
2018,Mixtlán,HOMICIDIO,1
2019,Mixtlán,HOMICIDIO,0
2020,Mixtlán,HOMICIDIO,1
2021,Mixtlán,HOMICIDIO,0
2022,Mixtlán,HOMICIDIO,2
2023,Mixtlán,HOMICIDIO,0
2024,Mixtlán,HOMICIDIO,1
2025,Mixtlán,HOMICIDIO,0
2015,Ocotlán,HOMICIDIO,32
2016,Ocotlán,HOMICIDIO,30
2017,Ocotlán,HOMICIDIO,17
2018,Ocotlán,HOMICIDIO,23
2019,Ocotlán,HOMICIDIO,22
2020,Ocotlán,HOMICIDIO,29
2021,Ocotlán,HOMICIDIO,13
2022,Ocotlán,HOMICIDIO,17
2023,Ocotlán,HOMICIDIO,26
2024,Ocotlán,HOMICIDIO,32
2025,Ocotlán,HOMICIDIO,27
2015,Ojuelos de Jalisco,HOMICIDIO,10
2016,Ojuelos de Jalisco,HOMICIDIO,8
2017,Ojuelos de Jalisco,HOMICIDIO,10
2018,Ojuelos de Jalisco,HOMICIDIO,7
2019,Ojuelos de Jalisco,HOMICIDIO,15
2020,Ojuelos de Jalisco,HOMICIDIO,20
2021,Ojuelos de Jalisco,HOMICIDIO,27
2022,Ojuelos de Jalisco,HOMICIDIO,10
2023,Ojuelos de Jalisco,HOMICIDIO,14
2024,Ojuelos de Jalisco,HOMICIDIO,14
2025,Ojuelos de Jalisco,HOMICIDIO,13
2015,Pihuamo,HOMICIDIO,2
2016,Pihuamo,HOMICIDIO,4
2017,Pihuamo,HOMICIDIO,4
2018,Pihuamo,HOMICIDIO,2
2019,Pihuamo,HOMICIDIO,6
2020,Pihuamo,HOMICIDIO,0
2021,Pihuamo,HOMICIDIO,2
2022,Pihuamo,HOMICIDIO,1
2023,Pihuamo,HOMICIDIO,3
2024,Pihuamo,HOMICIDIO,1
2025,Pihuamo,HOMICIDIO,0
2015,Poncitlán,HOMICIDIO,21
2016,Poncitlán,HOMICIDIO,34
2017,Poncitlán,HOMICIDIO,12
2018,Poncitlán,HOMICIDIO,13
2019,Poncitlán,HOMICIDIO,15
2020,Poncitlán,HOMICIDIO,15
2021,Poncitlán,HOMICIDIO,11
2022,Poncitlán,HOMICIDIO,21
2023,Poncitlán,HOMICIDIO,11
2024,Poncitlán,HOMICIDIO,12
2025,Poncitlán,HOMICIDIO,21
2015,Puerto Vallarta,HOMICIDIO,32
2016,Puerto Vallarta,HOMICIDIO,51
2017,Puerto Vallarta,HOMICIDIO,57
2018,Puerto Vallarta,HOMICIDIO,39
2019,Puerto Vallarta,HOMICIDIO,45
2020,Puerto Vallarta,HOMICIDIO,36
2021,Puerto Vallarta,HOMICIDIO,48
2022,Puerto Vallarta,HOMICIDIO,40
2023,Puerto Vallarta,HOMICIDIO,45
2024,Puerto Vallarta,HOMICIDIO,45
2025,Puerto Vallarta,HOMICIDIO,36
2015,Quitupan,HOMICIDIO,2
2016,Quitupan,HOMICIDIO,2
2017,Quitupan,HOMICIDIO,2
2018,Quitupan,HOMICIDIO,2
2019,Quitupan,HOMICIDIO,0
2020,Quitupan,HOMICIDIO,1
2021,Quitupan,HOMICIDIO,5
2022,Quitupan,HOMICIDIO,0
2023,Quitupan,HOMICIDIO,2
2024,Quitupan,HOMICIDIO,0
2025,Quitupan,HOMICIDIO,1
2015,San Cristóbal de la Barranca,HOMICIDIO,3
2016,San Cristóbal de la Barranca,HOMICIDIO,2
2017,San Cristóbal de la Barranca,HOMICIDIO,2
2018,San Cristóbal de la Barranca,HOMICIDIO,2
2019,San Cristóbal de la Barranca,HOMICIDIO,1
2020,San Cristóbal de la Barranca,HOMICIDIO,0
2021,San Cristóbal de la Barranca,HOMICIDIO,2
2022,San Cristóbal de la Barranca,HOMICIDIO,1
2023,San Cristóbal de la Barranca,HOMICIDIO,13
2024,San Cristóbal de la Barranca,HOMICIDIO,0
2025,San Cristóbal de la Barranca,HOMICIDIO,2
2015,San Diego de Alejandría,HOMICIDIO,1
2016,San Diego de Alejandría,HOMICIDIO,5
2017,San Diego de Alejandría,HOMICIDIO,3
2018,San Diego de Alejandría,HOMICIDIO,2
2019,San Diego de Alejandría,HOMICIDIO,1
2020,San Diego de Alejandría,HOMICIDIO,0
2021,San Diego de Alejandría,HOMICIDIO,1
2022,San Diego de Alejandría,HOMICIDIO,4
2023,San Diego de Alejandría,HOMICIDIO,1
2024,San Diego de Alejandría,HOMICIDIO,4
2025,San Diego de Alejandría,HOMICIDIO,0
2015,San Gabriel,HOMICIDIO,5
2016,San Gabriel,HOMICIDIO,2
2017,San Gabriel,HOMICIDIO,5
2018,San Gabriel,HOMICIDIO,5
2019,San Gabriel,HOMICIDIO,9
2020,San Gabriel,HOMICIDIO,5
2021,San Gabriel,HOMICIDIO,0
2022,San Gabriel,HOMICIDIO,6
2023,San Gabriel,HOMICIDIO,6
2024,San Gabriel,HOMICIDIO,5
2025,San Gabriel,HOMICIDIO,5
2015,San Ignacio Cerro Gordo,HOMICIDIO,4
2016,San Ignacio Cerro Gordo,HOMICIDIO,2
2017,San Ignacio Cerro Gordo,HOMICIDIO,7
2018,San Ignacio Cerro Gordo,HOMICIDIO,8
2019,San Ignacio Cerro Gordo,HOMICIDIO,3
2020,San Ignacio Cerro Gordo,HOMICIDIO,7
2021,San Ignacio Cerro Gordo,HOMICIDIO,7
2022,San Ignacio Cerro Gordo,HOMICIDIO,4
2023,San Ignacio Cerro Gordo,HOMICIDIO,7
2024,San Ignacio Cerro Gordo,HOMICIDIO,6
2025,San Ignacio Cerro Gordo,HOMICIDIO,3
2015,San Juan de los Lagos,HOMICIDIO,26
2016,San Juan de los Lagos,HOMICIDIO,15
2017,San Juan de los Lagos,HOMICIDIO,23
2018,San Juan de los Lagos,HOMICIDIO,16
2019,San Juan de los Lagos,HOMICIDIO,25
2020,San Juan de los Lagos,HOMICIDIO,23
2021,San Juan de los Lagos,HOMICIDIO,25
2022,San Juan de los Lagos,HOMICIDIO,24
2023,San Juan de los Lagos,HOMICIDIO,27
2024,San Juan de los Lagos,HOMICIDIO,33
2025,San Juan de los Lagos,HOMICIDIO,16
2015,San Juanito de Escobedo,HOMICIDIO,3
2016,San Juanito de Escobedo,HOMICIDIO,0
2017,San Juanito de Escobedo,HOMICIDIO,1
2018,San Juanito de Escobedo,HOMICIDIO,0
2019,San Juanito de Escobedo,HOMICIDIO,1
2020,San Juanito de Escobedo,HOMICIDIO,1
2021,San Juanito de Escobedo,HOMICIDIO,3
2022,San Juanito de Escobedo,HOMICIDIO,2
2023,San Juanito de Escobedo,HOMICIDIO,6
2024,San Juanito de Escobedo,HOMICIDIO,3
2025,San Juanito de Escobedo,HOMICIDIO,5
2015,San Julián,HOMICIDIO,3
2016,San Julián,HOMICIDIO,3
2017,San Julián,HOMICIDIO,0
2018,San Julián,HOMICIDIO,0
2019,San Julián,HOMICIDIO,2
2020,San Julián,HOMICIDIO,2
2021,San Julián,HOMICIDIO,0
2022,San Julián,HOMICIDIO,1
2023,San Julián,HOMICIDIO,2
2024,San Julián,HOMICIDIO,3
2025,San Julián,HOMICIDIO,2
2015,San Marcos,HOMICIDIO,1
2016,San Marcos,HOMICIDIO,1
2017,San Marcos,HOMICIDIO,2
2018,San Marcos,HOMICIDIO,1
2019,San Marcos,HOMICIDIO,0
2020,San Marcos,HOMICIDIO,4
2021,San Marcos,HOMICIDIO,0
2022,San Marcos,HOMICIDIO,5
2023,San Marcos,HOMICIDIO,0
2024,San Marcos,HOMICIDIO,0
2025,San Marcos,HOMICIDIO,0
2015,San Martín Hidalgo,HOMICIDIO,6
2016,San Martín Hidalgo,HOMICIDIO,7
2017,San Martín Hidalgo,HOMICIDIO,7
2018,San Martín Hidalgo,HOMICIDIO,6
2019,San Martín Hidalgo,HOMICIDIO,6
2020,San Martín Hidalgo,HOMICIDIO,4
2021,San Martín Hidalgo,HOMICIDIO,5
2022,San Martín Hidalgo,HOMICIDIO,4
2023,San Martín Hidalgo,HOMICIDIO,5
2024,San Martín Hidalgo,HOMICIDIO,2
2025,San Martín Hidalgo,HOMICIDIO,4
2015,San Martín de Bolaños,HOMICIDIO,0
2016,San Martín de Bolaños,HOMICIDIO,0
2017,San Martín de Bolaños,HOMICIDIO,0
2018,San Martín de Bolaños,HOMICIDIO,5
2019,San Martín de Bolaños,HOMICIDIO,0
2020,San Martín de Bolaños,HOMICIDIO,1
2021,San Martín de Bolaños,HOMICIDIO,0
2022,San Martín de Bolaños,HOMICIDIO,0
2023,San Martín de Bolaños,HOMICIDIO,0
2024,San Martín de Bolaños,HOMICIDIO,0
2025,San Martín de Bolaños,HOMICIDIO,0
2015,San Miguel el Alto,HOMICIDIO,7
2016,San Miguel el Alto,HOMICIDIO,8
2017,San Miguel el Alto,HOMICIDIO,2
2018,San Miguel el Alto,HOMICIDIO,9
2019,San Miguel el Alto,HOMICIDIO,11
2020,San Miguel el Alto,HOMICIDIO,4
2021,San Miguel el Alto,HOMICIDIO,10
2022,San Miguel el Alto,HOMICIDIO,7
2023,San Miguel el Alto,HOMICIDIO,9
2024,San Miguel el Alto,HOMICIDIO,5
2025,San Miguel el Alto,HOMICIDIO,6
2015,San Pedro Tlaquepaque,HOMICIDIO,125
2016,San Pedro Tlaquepaque,HOMICIDIO,153
2017,San Pedro Tlaquepaque,HOMICIDIO,207
2018,San Pedro Tlaquepaque,HOMICIDIO,391
2019,San Pedro Tlaquepaque,HOMICIDIO,342
2020,San Pedro Tlaquepaque,HOMICIDIO,349
2021,San Pedro Tlaquepaque,HOMICIDIO,346
2022,San Pedro Tlaquepaque,HOMICIDIO,327
2023,San Pedro Tlaquepaque,HOMICIDIO,348
2024,San Pedro Tlaquepaque,HOMICIDIO,341
2025,San Pedro Tlaquepaque,HOMICIDIO,281
2015,San Sebastián del Oeste,HOMICIDIO,7
2016,San Sebastián del Oeste,HOMICIDIO,2
2017,San Sebastián del Oeste,HOMICIDIO,1
2018,San Sebastián del Oeste,HOMICIDIO,2
2019,San Sebastián del Oeste,HOMICIDIO,2
2020,San Sebastián del Oeste,HOMICIDIO,1
2021,San Sebastián del Oeste,HOMICIDIO,3
2022,San Sebastián del Oeste,HOMICIDIO,2
2023,San Sebastián del Oeste,HOMICIDIO,5
2024,San Sebastián del Oeste,HOMICIDIO,3
2025,San Sebastián del Oeste,HOMICIDIO,1
2015,Santa María de los Ángeles,HOMICIDIO,1
2016,Santa María de los Ángeles,HOMICIDIO,1
2017,Santa María de los Ángeles,HOMICIDIO,0
2018,Santa María de los Ángeles,HOMICIDIO,1
2019,Santa María de los Ángeles,HOMICIDIO,6
2020,Santa María de los Ángeles,HOMICIDIO,1
2021,Santa María de los Ángeles,HOMICIDIO,4
2022,Santa María de los Ángeles,HOMICIDIO,1
2023,Santa María de los Ángeles,HOMICIDIO,2
2024,Santa María de los Ángeles,HOMICIDIO,2
2025,Santa María de los Ángeles,HOMICIDIO,0
2015,Santa María del Oro,HOMICIDIO,1
2016,Santa María del Oro,HOMICIDIO,1
2017,Santa María del Oro,HOMICIDIO,0
2018,Santa María del Oro,HOMICIDIO,2
2019,Santa María del Oro,HOMICIDIO,0
2020,Santa María del Oro,HOMICIDIO,0
2021,Santa María del Oro,HOMICIDIO,1
2022,Santa María del Oro,HOMICIDIO,1
2023,Santa María del Oro,HOMICIDIO,1
2024,Santa María del Oro,HOMICIDIO,0
2025,Santa María del Oro,HOMICIDIO,1
2015,Sayula,HOMICIDIO,10
2016,Sayula,HOMICIDIO,10
2017,Sayula,HOMICIDIO,11
2018,Sayula,HOMICIDIO,14
2019,Sayula,HOMICIDIO,7
2020,Sayula,HOMICIDIO,16
2021,Sayula,HOMICIDIO,9
2022,Sayula,HOMICIDIO,11
2023,Sayula,HOMICIDIO,9
2024,Sayula,HOMICIDIO,14
2025,Sayula,HOMICIDIO,9
2015,Tala,HOMICIDIO,25
2016,Tala,HOMICIDIO,21
2017,Tala,HOMICIDIO,23
2018,Tala,HOMICIDIO,30
2019,Tala,HOMICIDIO,24
2020,Tala,HOMICIDIO,26
2021,Tala,HOMICIDIO,28
2022,Tala,HOMICIDIO,21
2023,Tala,HOMICIDIO,34
2024,Tala,HOMICIDIO,26
2025,Tala,HOMICIDIO,19
2015,Talpa de Allende,HOMICIDIO,4
2016,Talpa de Allende,HOMICIDIO,8
2017,Talpa de Allende,HOMICIDIO,1
2018,Talpa de Allende,HOMICIDIO,0
2019,Talpa de Allende,HOMICIDIO,0
2020,Talpa de Allende,HOMICIDIO,2
2021,Talpa de Allende,HOMICIDIO,1
2022,Talpa de Allende,HOMICIDIO,3
2023,Talpa de Allende,HOMICIDIO,3
2024,Talpa de Allende,HOMICIDIO,0
2025,Talpa de Allende,HOMICIDIO,5
2015,Tamazula de Gordiano,HOMICIDIO,15
2016,Tamazula de Gordiano,HOMICIDIO,6
2017,Tamazula de Gordiano,HOMICIDIO,10
2018,Tamazula de Gordiano,HOMICIDIO,6
2019,Tamazula de Gordiano,HOMICIDIO,11
2020,Tamazula de Gordiano,HOMICIDIO,8
2021,Tamazula de Gordiano,HOMICIDIO,4
2022,Tamazula de Gordiano,HOMICIDIO,13
2023,Tamazula de Gordiano,HOMICIDIO,9
2024,Tamazula de Gordiano,HOMICIDIO,5
2025,Tamazula de Gordiano,HOMICIDIO,3
2015,Tapalpa,HOMICIDIO,5
2016,Tapalpa,HOMICIDIO,3
2017,Tapalpa,HOMICIDIO,5
2018,Tapalpa,HOMICIDIO,4
2019,Tapalpa,HOMICIDIO,2
2020,Tapalpa,HOMICIDIO,2
2021,Tapalpa,HOMICIDIO,4
2022,Tapalpa,HOMICIDIO,2
2023,Tapalpa,HOMICIDIO,6
2024,Tapalpa,HOMICIDIO,3
2025,Tapalpa,HOMICIDIO,0
2015,Tecalitlán,HOMICIDIO,3
2016,Tecalitlán,HOMICIDIO,3
2017,Tecalitlán,HOMICIDIO,5
2018,Tecalitlán,HOMICIDIO,5
2019,Tecalitlán,HOMICIDIO,2
2020,Tecalitlán,HOMICIDIO,5
2021,Tecalitlán,HOMICIDIO,3
2022,Tecalitlán,HOMICIDIO,0
2023,Tecalitlán,HOMICIDIO,1
2024,Tecalitlán,HOMICIDIO,3
2025,Tecalitlán,HOMICIDIO,1
2015,Techaluta de Montenegro,HOMICIDIO,0
2016,Techaluta de Montenegro,HOMICIDIO,3
2017,Techaluta de Montenegro,HOMICIDIO,4
2018,Techaluta de Montenegro,HOMICIDIO,3
2019,Techaluta de Montenegro,HOMICIDIO,3
2020,Techaluta de Montenegro,HOMICIDIO,3
2021,Techaluta de Montenegro,HOMICIDIO,5
2022,Techaluta de Montenegro,HOMICIDIO,3
2023,Techaluta de Montenegro,HOMICIDIO,1
2024,Techaluta de Montenegro,HOMICIDIO,1
2025,Techaluta de Montenegro,HOMICIDIO,3
